,index,school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,Season
184,193,Missouri State,0.281,-3.94,64.6,102.4,0.347,0.368,0.538,51.3,50.3,11.1,8.1,0.513,17.8,32.0,0.228,2025
185,194,Monmouth,0.394,-8.14,67.3,103.3,0.367,0.346,0.518,47.3,49.6,8.7,12.7,0.472,14.0,29.8,0.273,2025
186,195,MontanaNCAA,0.714,-1.45,68.0,112.3,0.349,0.37,0.594,49.2,49.2,9.2,8.4,0.565,14.4,23.7,0.256,2025
187,196,Montana State,0.455,-2.77,66.7,106.6,0.311,0.432,0.559,47.0,52.1,9.5,9.1,0.529,13.5,21.6,0.226,2025
188,197,Morehead State,0.469,-13.65,65.8,100.2,0.37,0.345,0.506,53.3,49.7,8.5,7.0,0.47,15.3,31.9,0.25,2025
189,198,Morgan State,0.438,-15.13,73.0,108.2,0.356,0.219,0.551,50.1,43.7,9.4,11.3,0.514,15.7,34.7,0.259,2025
190,199,Mount St. Mary'sNCAA,0.639,-7.91,68.0,101.7,0.311,0.411,0.546,52.9,60.4,8.7,8.2,0.512,18.9,30.9,0.229,2025
191,200,Murray State,0.485,0.81,65.8,106.7,0.412,0.4,0.544,51.0,49.7,9.9,8.1,0.502,14.7,29.4,0.297,2025
192,201,Navy,0.441,-9.9,66.8,105.5,0.334,0.372,0.525,51.5,54.0,9.7,8.2,0.486,13.8,31.4,0.245,2025
193,202,NC State,0.387,5.56,65.8,105.4,0.323,0.362,0.52,47.2,51.6,9.8,10.2,0.483,12.5,28.8,0.234,2025
194,203,Nebraska,0.6,13.86,69.0,108.5,0.355,0.385,0.559,50.1,53.4,10.2,9.0,0.521,14.3,27.1,0.266,2025
195,204,Nevada,0.515,9.44,64.9,110.6,0.373,0.375,0.568,50.7,58.8,9.5,12.4,0.537,13.8,27.4,0.262,2025
196,205,Nevada-Las Vegas,0.545,6.65,66.0,104.9,0.358,0.346,0.535,49.1,49.6,9.9,11.5,0.497,14.1,27.3,0.257,2025
197,206,New Hampshire,0.25,-19.8,69.0,96.2,0.268,0.409,0.503,47.9,46.5,8.2,6.7,0.479,16.7,27.9,0.177,2025
198,207,New MexicoNCAA,0.771,15.2,72.8,109.9,0.367,0.319,0.546,52.5,51.6,11.9,13.9,0.515,13.4,31.7,0.253,2025
199,208,New Mexico State,0.531,0.86,67.1,103.4,0.334,0.375,0.508,52.8,47.4,9.5,7.3,0.475,13.7,33.2,0.225,2025
200,210,New Orleans,0.129,-15.16,69.5,96.9,0.339,0.307,0.493,47.7,50.1,10.4,7.1,0.459,16.0,31.6,0.227,2025
201,211,Niagara,0.355,-12.79,65.2,103.7,0.307,0.429,0.558,48.3,52.2,9.4,6.5,0.526,16.7,23.8,0.227,2025
202,212,Nicholls State,0.606,-2.13,68.9,106.6,0.329,0.36,0.522,50.1,43.0,11.6,10.6,0.49,13.0,31.4,0.226,2025
203,213,NJIT,0.194,-17.92,67.1,96.8,0.271,0.379,0.494,48.6,43.0,7.1,9.6,0.458,15.5,29.1,0.198,2025
204,214,Norfolk StateNCAA,0.686,-3.72,68.2,112.2,0.383,0.286,0.575,51.5,50.0,10.2,9.1,0.535,15.6,32.9,0.29,2025
205,215,North Alabama,0.686,1.02,67.7,115.4,0.316,0.348,0.548,52.4,42.3,11.0,9.7,0.518,11.0,34.0,0.224,2025
206,216,North CarolinaNCAA,0.622,17.27,70.7,113.4,0.348,0.372,0.575,52.1,51.7,8.4,9.6,0.541,13.3,29.1,0.257,2025
207,217,North Carolina A&T,0.219,-13.28,69.5,99.5,0.313,0.366,0.497,47.6,45.3,8.9,8.0,0.464,13.3,27.3,0.215,2025
208,218,North Carolina Central,0.424,-12.91,70.3,110.3,0.381,0.347,0.552,50.0,56.8,11.7,6.5,0.52,15.7,37.2,0.265,2025
209,219,North Dakota,0.364,-7.39,70.4,109.8,0.328,0.402,0.533,51.9,45.1,8.1,6.9,0.5,13.6,34.1,0.232,2025
210,220,North Dakota State,0.656,1.11,66.4,120.2,0.334,0.523,0.613,51.3,55.1,5.4,4.9,0.581,13.6,28.2,0.259,2025
211,221,North Florida,0.469,-8.48,73.2,111.9,0.243,0.54,0.559,47.1,55.2,8.5,7.1,0.54,13.1,28.7,0.167,2025
212,222,North Texas,0.75,7.7,61.4,110.7,0.355,0.364,0.556,52.8,44.5,12.3,8.2,0.513,14.4,33.0,0.273,2025
213,223,Northeastern,0.531,-4.64,67.1,104.4,0.28,0.348,0.536,50.1,49.7,11.3,12.6,0.511,16.0,31.4,0.193,2025
214,224,Northern Arizona,0.529,-6.53,68.0,111.6,0.286,0.375,0.542,53.8,52.9,9.0,4.3,0.521,12.6,33.0,0.189,2025
215,225,Northern Colorado,0.714,1.1,68.8,116.0,0.328,0.383,0.605,53.4,53.9,8.8,6.3,0.58,14.2,26.7,0.238,2025
216,226,Northern Illinois,0.194,-16.6,70.9,98.9,0.302,0.479,0.522,44.4,51.3,8.5,9.9,0.49,14.4,19.5,0.213,2025
217,227,Northern Iowa,0.606,5.24,65.7,111.1,0.352,0.359,0.578,51.1,52.6,9.0,9.2,0.552,14.3,25.7,0.244,2025
218,228,Northern Kentucky,0.515,-4.79,67.4,104.9,0.314,0.397,0.53,49.2,54.8,11.3,9.4,0.504,15.1,32.0,0.21,2025
219,229,Northwestern,0.515,14.4,66.1,107.9,0.313,0.342,0.533,49.8,55.8,10.3,10.7,0.498,12.8,31.2,0.23,2025
220,231,Northwestern State,0.5,-5.07,64.8,102.7,0.327,0.359,0.529,50.8,53.8,10.4,12.5,0.494,17.2,33.6,0.234,2025
221,232,Notre Dame,0.455,7.07,65.4,108.2,0.318,0.375,0.551,51.9,44.2,8.3,5.1,0.517,14.4,29.6,0.235,2025
222,233,Oakland,0.471,-2.67,64.6,106.9,0.312,0.425,0.531,51.1,51.1,9.9,8.7,0.501,15.2,34.8,0.218,2025
223,234,Ohio,0.5,-2.63,71.6,110.6,0.33,0.402,0.576,48.1,50.1,10.0,7.4,0.541,13.6,24.1,0.251,2025
224,235,Ohio State,0.531,17.86,68.5,112.4,0.358,0.377,0.572,49.7,48.1,9.3,10.0,0.535,13.7,28.9,0.268,2025
225,236,OklahomaNCAA,0.588,14.86,69.9,112.0,0.399,0.416,0.591,48.3,51.6,11.2,6.8,0.544,15.4,26.6,0.317,2025
226,237,Oklahoma State,0.486,6.89,71.9,101.5,0.41,0.347,0.53,50.2,51.4,12.6,8.9,0.486,16.6,31.1,0.294,2025
227,238,Old Dominion,0.429,-9.71,66.2,101.8,0.316,0.358,0.487,51.7,44.0,8.3,9.0,0.447,14.1,36.5,0.226,2025
228,239,OmahaNCAA,0.629,-1.61,69.1,112.0,0.363,0.394,0.563,52.0,49.4,8.6,7.4,0.529,13.6,29.7,0.262,2025
229,240,Oral Roberts,0.233,-11.71,68.3,106.9,0.348,0.457,0.557,46.5,41.5,7.2,6.7,0.519,15.0,24.5,0.262,2025
230,241,OregonNCAA,0.714,18.0,68.7,110.2,0.33,0.383,0.562,51.5,52.9,10.3,9.9,0.525,14.2,30.5,0.25,2025
231,242,Oregon State,0.606,8.62,65.1,115.8,0.381,0.354,0.591,53.3,54.8,9.9,9.3,0.548,14.6,32.2,0.299,2025
232,243,Pacific,0.273,-7.11,68.2,101.3,0.326,0.375,0.528,50.7,51.4,8.3,8.3,0.491,16.6,29.5,0.236,2025
233,244,Penn State,0.516,13.57,71.0,111.4,0.379,0.362,0.58,50.2,57.8,11.4,11.3,0.541,15.4,28.6,0.287,2025
234,245,Pennsylvania,0.296,-10.56,67.5,102.6,0.289,0.444,0.523,48.3,55.7,7.3,4.7,0.494,14.3,26.8,0.202,2025
235,246,Pepperdine,0.371,-2.82,69.5,105.3,0.314,0.347,0.535,49.4,60.1,8.8,7.3,0.503,13.9,28.2,0.225,2025
236,247,Pittsburgh,0.531,13.27,66.8,112.6,0.342,0.414,0.564,49.5,51.4,10.8,12.5,0.522,12.9,29.0,0.267,2025
237,248,Portland,0.375,-7.29,69.5,103.4,0.316,0.428,0.551,47.9,61.6,6.6,8.1,0.511,16.1,24.1,0.245,2025
238,249,Portland State,0.594,-4.41,69.9,107.6,0.321,0.318,0.543,52.4,51.3,11.7,14.0,0.525,15.5,34.2,0.202,2025
239,250,Prairie View,0.156,-19.3,71.7,99.6,0.341,0.337,0.522,41.8,47.6,11.3,8.1,0.489,14.8,24.8,0.236,2025
240,252,Presbyterian,0.424,-6.68,66.5,110.4,0.317,0.34,0.557,50.2,48.0,10.1,9.0,0.53,13.7,30.0,0.221,2025
241,253,Princeton,0.633,-2.85,68.6,107.4,0.24,0.487,0.544,50.0,57.5,10.7,6.5,0.52,13.3,27.1,0.171,2025
242,254,Providence,0.375,7.17,66.6,106.6,0.296,0.455,0.546,52.8,51.2,7.4,9.2,0.521,16.3,33.2,0.203,2025
243,255,PurdueNCAA,0.667,20.8,66.2,116.8,0.346,0.384,0.589,51.7,58.3,9.7,5.1,0.559,13.7,31.8,0.254,2025
244,256,Purdue Fort Wayne,0.594,-1.0,70.5,113.2,0.284,0.455,0.582,45.0,47.3,12.2,7.9,0.554,12.1,22.4,0.213,2025
245,257,Queens (NC),0.571,-5.41,69.7,108.9,0.348,0.444,0.555,51.3,59.9,9.2,13.8,0.528,15.5,31.7,0.239,2025
246,258,Quinnipiac,0.606,-5.94,71.6,102.9,0.313,0.379,0.524,53.9,52.7,11.5,12.3,0.482,15.4,33.3,0.239,2025
247,259,Radford,0.606,-2.72,64.9,113.1,0.398,0.366,0.566,53.1,45.4,8.5,9.4,0.521,14.8,34.6,0.304,2025
248,260,Rhode Island,0.581,1.06,71.2,108.3,0.426,0.378,0.565,51.3,51.9,8.2,8.9,0.531,15.8,28.9,0.296,2025
249,261,Rice,0.406,-2.08,65.9,105.8,0.434,0.387,0.524,52.3,50.7,7.0,8.4,0.485,15.0,33.7,0.296,2025
250,262,Richmond,0.313,-5.48,64.8,100.7,0.311,0.457,0.534,46.5,51.2,9.0,7.1,0.489,14.0,19.6,0.246,2025
251,263,Rider,0.424,-12.06,65.3,102.6,0.296,0.301,0.512,50.4,51.1,8.2,9.1,0.477,14.6,32.2,0.214,2025
252,264,Robert MorrisNCAA,0.743,0.4,68.8,109.8,0.375,0.366,0.55,53.4,60.2,9.1,12.1,0.513,15.6,35.5,0.27,2025
253,265,Rutgers,0.469,10.41,69.4,108.8,0.362,0.363,0.542,49.1,47.7,9.9,10.2,0.506,13.3,30.8,0.26,2025
254,266,Sacramento State,0.219,-14.1,66.1,100.2,0.311,0.458,0.53,50.2,56.0,9.0,10.5,0.504,17.4,27.7,0.21,2025
255,267,Sacred Heart,0.455,-9.0,70.0,107.8,0.262,0.445,0.544,50.9,61.1,10.5,8.6,0.516,15.0,31.8,0.192,2025
256,268,Saint Francis (PA)NCAA,0.471,-12.76,67.1,104.0,0.233,0.421,0.557,49.7,53.7,9.1,7.3,0.534,16.9,26.1,0.169,2025
257,269,Saint Joseph's,0.629,7.28,68.4,109.0,0.317,0.465,0.551,51.7,56.2,9.5,13.8,0.516,14.2,30.3,0.237,2025
258,270,Saint Louis,0.559,3.04,68.5,107.8,0.306,0.501,0.585,50.2,56.6,9.2,8.2,0.565,16.7,23.7,0.21,2025
259,271,Saint Mary's (CA)NCAA,0.829,17.43,63.7,113.6,0.309,0.334,0.533,57.5,56.3,9.5,10.6,0.504,12.4,39.8,0.215,2025
260,273,Saint Peter's,0.429,-10.64,65.0,100.6,0.343,0.382,0.502,53.2,46.3,10.3,10.7,0.458,17.2,37.7,0.254,2025
261,274,Sam Houston,0.406,-2.86,69.1,107.8,0.357,0.384,0.556,50.3,49.8,9.2,8.4,0.52,15.7,31.1,0.259,2025
262,275,Samford,0.667,1.13,71.8,114.5,0.289,0.464,0.571,50.5,56.0,13.6,11.6,0.545,15.2,35.4,0.209,2025
263,276,San Diego,0.182,-8.37,71.6,98.0,0.306,0.357,0.501,47.9,45.9,10.4,10.2,0.459,16.0,30.1,0.23,2025
264,277,San Diego StateNCAA,0.677,12.77,66.4,105.8,0.317,0.402,0.535,49.8,51.2,11.4,18.6,0.509,14.2,29.6,0.21,2025
265,278,San Francisco,0.714,10.46,69.0,109.7,0.343,0.435,0.559,50.7,52.3,9.5,9.2,0.528,14.7,29.3,0.244,2025
266,279,San Jose State,0.429,0.5,67.1,106.3,0.307,0.407,0.549,48.9,50.7,8.8,7.9,0.514,14.9,28.0,0.228,2025
267,280,Santa Clara,0.618,13.22,70.1,115.7,0.284,0.464,0.585,53.5,59.5,9.2,8.3,0.56,14.5,32.7,0.207,2025
268,281,Seattle,0.438,-0.21,67.9,103.7,0.426,0.369,0.521,50.8,51.7,11.9,9.9,0.474,14.4,30.3,0.305,2025
269,282,Seton Hall,0.219,-0.26,64.7,94.0,0.329,0.305,0.481,47.8,50.7,12.4,11.9,0.447,16.4,31.2,0.218,2025
270,283,Siena,0.438,-7.46,67.6,105.2,0.373,0.399,0.537,48.7,48.3,10.0,13.3,0.494,15.0,28.8,0.277,2025
271,284,South Alabama,0.656,1.52,64.2,110.9,0.335,0.457,0.549,49.5,56.6,14.2,11.4,0.518,12.3,29.0,0.236,2025
272,285,South Carolina,0.375,9.89,66.8,103.7,0.433,0.39,0.534,51.6,54.7,8.4,7.8,0.489,15.9,30.4,0.31,2025
273,286,South Carolina State,0.606,-4.62,71.5,110.3,0.429,0.336,0.566,52.6,57.0,13.2,9.8,0.529,16.8,36.6,0.304,2025
274,287,South Carolina Upstate,0.188,-15.67,74.1,100.9,0.312,0.374,0.537,47.3,48.4,10.2,6.3,0.511,16.9,25.8,0.211,2025
275,288,South Dakota,0.576,-5.69,74.7,114.1,0.44,0.385,0.553,47.5,40.4,10.1,8.6,0.511,11.1,30.8,0.314,2025
276,289,South Dakota State,0.625,2.15,69.7,114.2,0.306,0.408,0.574,56.5,49.4,6.7,8.2,0.543,14.8,33.8,0.229,2025
277,290,South Florida,0.406,-2.15,69.7,105.9,0.344,0.374,0.539,47.6,54.6,11.8,9.6,0.503,13.8,28.3,0.248,2025
278,291,Southeast Missouri State,0.636,-4.84,69.7,105.4,0.279,0.368,0.546,49.2,49.7,11.6,9.6,0.518,13.6,25.2,0.202,2025
279,292,Southeastern Louisiana,0.563,-4.0,67.5,106.7,0.346,0.319,0.538,51.5,45.9,10.2,7.3,0.497,14.7,31.5,0.259,2025
280,294,Southern,0.625,-6.83,70.6,105.1,0.37,0.338,0.522,53.7,48.9,13.6,11.8,0.49,14.9,36.0,0.247,2025
281,295,Southern California,0.486,12.97,69.0,110.4,0.355,0.348,0.582,49.6,56.5,9.1,8.7,0.548,15.7,27.9,0.263,2025
282,296,Southern Illinois,0.424,-2.22,68.4,105.7,0.338,0.333,0.546,51.7,53.4,9.1,8.5,0.52,15.8,30.3,0.228,2025
283,297,SIU EdwardsvilleNCAA,0.647,-6.12,67.7,105.0,0.323,0.368,0.52,51.5,52.9,9.7,11.5,0.492,14.2,31.9,0.216,2025
284,298,Southern Indiana,0.333,-13.86,68.5,103.0,0.303,0.344,0.523,49.2,44.8,9.7,7.6,0.488,14.6,29.0,0.221,2025
285,299,Southern Methodist,0.686,14.35,69.3,115.3,0.367,0.351,0.576,53.9,56.1,11.6,10.7,0.545,14.7,36.3,0.262,2025
286,300,Southern Mississippi,0.333,-9.91,71.4,99.0,0.334,0.367,0.52,50.0,56.5,9.6,11.3,0.486,16.9,28.7,0.231,2025
287,301,Southern Utah,0.387,-10.63,70.8,98.5,0.357,0.326,0.518,50.5,48.9,7.2,9.8,0.476,17.7,31.0,0.261,2025
288,302,St. Bonaventure,0.647,2.92,65.3,104.7,0.3,0.352,0.533,50.6,43.8,11.5,11.0,0.499,13.9,28.0,0.218,2025
289,303,St. John's (NY)NCAA,0.861,21.25,70.1,110.3,0.303,0.31,0.522,53.7,53.6,12.5,14.9,0.492,12.6,37.9,0.21,2025
290,304,St. Thomas,0.706,1.01,69.8,118.8,0.336,0.462,0.615,47.2,53.6,10.2,9.4,0.582,12.3,22.8,0.262,2025
291,305,Stanford,0.6,8.78,67.1,109.4,0.299,0.417,0.547,50.7,53.9,10.1,10.0,0.507,13.5,30.9,0.236,2025
292,306,Stephen F. Austin,0.452,-8.01,68.2,96.5,0.319,0.368,0.501,51.4,51.3,12.1,11.5,0.475,19.0,35.8,0.202,2025
293,307,Stetson,0.25,-16.7,69.5,102.4,0.338,0.379,0.546,46.5,46.7,7.4,8.1,0.509,16.5,25.0,0.249,2025
294,308,Stonehill,0.469,-13.12,66.3,103.7,0.319,0.445,0.546,49.8,60.7,9.7,7.0,0.513,16.2,27.5,0.231,2025
295,309,Stony Brook,0.25,-13.84,64.9,102.5,0.311,0.392,0.52,48.8,48.8,7.9,6.3,0.48,15.5,29.8,0.232,2025
296,310,Syracuse,0.424,4.95,68.7,106.3,0.331,0.327,0.542,52.7,49.9,6.9,6.8,0.51,15.4,31.4,0.234,2025
297,311,Tarleton State,0.375,-10.31,68.5,92.4,0.422,0.253,0.523,48.9,48.5,13.7,12.2,0.473,22.5,30.7,0.309,2025
298,312,TCU,0.5,10.49,67.1,100.3,0.335,0.347,0.497,50.6,49.9,11.3,10.7,0.468,14.6,33.0,0.217,2025
299,313,Temple,0.531,-0.24,69.4,110.9,0.452,0.318,0.553,50.7,41.3,9.0,9.5,0.506,13.4,31.9,0.333,2025
300,315,TennesseeNCAA,0.789,24.2,64.9,114.0,0.355,0.434,0.563,53.5,60.6,10.7,15.1,0.525,13.7,35.6,0.265,2025
301,316,Tennessee State,0.515,-8.01,71.6,106.6,0.404,0.343,0.55,54.2,48.4,9.8,9.9,0.519,17.8,36.3,0.275,2025
302,317,Tennessee Tech,0.469,-11.09,69.0,103.8,0.29,0.469,0.541,47.0,60.0,9.1,6.5,0.515,14.9,24.2,0.202,2025
303,318,Tennessee-Martin,0.424,-11.18,68.0,107.0,0.342,0.475,0.529,53.0,53.5,11.6,9.5,0.495,15.7,35.9,0.239,2025
304,319,TexasNCAA,0.543,15.65,68.4,113.1,0.368,0.353,0.566,50.7,47.3,9.0,11.6,0.526,12.5,29.7,0.275,2025
305,320,Texas A&MNCAA,0.676,19.3,67.8,109.2,0.413,0.377,0.517,55.9,47.4,11.1,13.5,0.476,14.4,41.4,0.286,2025
306,321,Texas A&M-Corpus Christi,0.588,-0.99,68.5,110.5,0.354,0.294,0.558,53.0,52.6,11.5,10.3,0.54,15.0,33.7,0.223,2025
307,322,Texas Southern,0.469,-10.27,71.6,100.7,0.281,0.353,0.52,49.1,51.8,11.9,9.6,0.488,16.6,30.8,0.203,2025
308,323,Texas State,0.5,-3.6,67.2,110.9,0.364,0.277,0.556,53.0,53.6,10.3,11.1,0.515,15.2,35.8,0.276,2025
309,324,Texas TechNCAA,0.757,23.05,66.5,119.5,0.292,0.445,0.578,53.1,57.2,9.3,8.3,0.547,12.1,34.2,0.222,2025
310,325,Texas-Rio Grande Valley,0.516,-6.05,71.5,107.4,0.22,0.507,0.548,50.2,61.2,10.6,7.0,0.527,16.1,31.7,0.156,2025
311,326,The Citadel,0.167,-18.37,66.3,99.1,0.345,0.455,0.509,48.5,52.1,8.9,6.1,0.486,16.1,28.8,0.213,2025
312,327,Toledo,0.545,-6.03,69.6,113.0,0.354,0.284,0.552,49.3,46.7,7.7,7.2,0.512,11.6,30.4,0.265,2025
313,328,Towson,0.667,-1.92,64.1,108.0,0.283,0.377,0.512,52.6,42.0,10.0,9.9,0.484,12.0,35.3,0.193,2025
314,329,TroyNCAA,0.676,3.55,67.5,108.7,0.379,0.449,0.541,53.8,55.6,14.0,12.9,0.502,16.6,39.0,0.272,2025
315,330,Tulane,0.559,1.24,68.1,109.0,0.357,0.396,0.559,49.0,57.2,10.8,13.1,0.519,14.0,27.3,0.271,2025
316,331,Tulsa,0.394,-5.93,67.6,103.8,0.338,0.426,0.531,49.1,54.3,8.9,6.9,0.503,14.5,27.3,0.225,2025
317,332,UAB,0.649,4.7,70.4,115.9,0.309,0.295,0.544,53.5,53.6,9.5,10.3,0.506,11.6,37.9,0.236,2025
318,333,UC Davis,0.469,-6.41,68.6,98.6,0.376,0.35,0.517,47.7,48.0,11.4,10.4,0.47,16.8,28.9,0.279,2025
319,334,UC Irvine,0.821,7.6,69.7,107.2,0.366,0.349,0.564,52.6,60.2,9.3,8.8,0.517,15.9,27.8,0.29,2025
320,336,UC Riverside,0.618,-1.47,68.0,108.3,0.269,0.428,0.532,51.7,49.7,7.9,6.7,0.498,13.7,33.2,0.203,2025
321,337,UC San DiegoNCAA,0.857,12.63,67.4,117.7,0.322,0.503,0.585,49.7,57.7,14.6,7.1,0.555,11.4,26.7,0.24,2025
322,338,UC Santa Barbara,0.618,0.28,66.9,111.0,0.302,0.472,0.584,50.6,58.1,9.0,8.7,0.553,16.1,27.7,0.231,2025
323,339,UCF,0.541,10.59,72.5,108.2,0.356,0.417,0.543,48.7,52.1,10.3,10.9,0.497,14.3,31.9,0.276,2025
324,340,UCLANCAA,0.676,19.68,66.2,112.0,0.323,0.365,0.558,50.9,61.1,12.2,11.0,0.528,13.7,32.7,0.23,2025
325,341,UNC Asheville,0.656,-5.36,70.8,114.8,0.344,0.367,0.567,49.1,47.7,10.5,11.7,0.537,12.6,31.3,0.246,2025
326,342,UNC Greensboro,0.625,-0.99,65.2,111.8,0.296,0.427,0.553,51.9,50.9,9.2,8.7,0.522,13.0,31.8,0.217,2025
327,343,UNC WilmingtonNCAA,0.771,2.36,67.4,116.2,0.37,0.367,0.57,55.0,55.4,9.4,10.3,0.531,13.7,36.5,0.278,2025
328,344,UT Arlington,0.419,-5.55,69.1,106.1,0.367,0.423,0.547,50.8,54.6,8.5,8.0,0.521,16.6,33.1,0.243,2025
329,345,Utah,0.485,11.44,69.3,108.6,0.368,0.439,0.541,53.4,65.6,9.2,10.2,0.518,15.1,34.4,0.236,2025
330,346,Utah StateNCAA,0.765,13.56,67.2,118.8,0.369,0.427,0.587,52.1,61.2,12.7,9.0,0.56,13.6,34.9,0.259,2025
331,347,Utah Tech,0.212,-10.29,69.3,100.5,0.331,0.387,0.522,47.6,51.6,9.3,8.2,0.489,15.9,28.0,0.23,2025
332,348,Utah Valley,0.735,1.91,69.4,108.8,0.414,0.314,0.554,53.4,58.2,9.5,14.2,0.521,15.1,31.5,0.285,2025
333,349,UTEP,0.545,-0.63,69.5,103.9,0.373,0.365,0.541,46.0,52.6,14.6,9.2,0.503,15.0,25.6,0.267,2025
334,350,UTSA,0.387,-2.55,70.4,108.1,0.287,0.442,0.543,46.0,48.2,13.4,10.0,0.503,13.4,28.8,0.227,2025
335,351,Valparaiso,0.441,-2.9,68.5,107.8,0.328,0.383,0.537,49.2,46.8,8.4,10.3,0.491,12.3,27.4,0.259,2025
336,352,VanderbiltNCAA,0.606,14.66,69.8,112.6,0.334,0.404,0.552,50.0,50.2,12.8,11.2,0.515,12.5,31.6,0.249,2025
337,353,Vermont,0.636,-8.06,64.4,103.4,0.304,0.433,0.537,50.8,51.3,8.7,13.0,0.505,15.3,26.8,0.219,2025
338,354,Villanova,0.583,13.28,63.8,115.7,0.292,0.437,0.581,52.1,48.4,8.8,7.8,0.545,13.3,30.3,0.232,2025
339,355,Virginia,0.469,5.71,61.6,105.1,0.264,0.428,0.556,47.1,63.6,8.9,11.3,0.527,14.8,22.4,0.199,2025
340,357,Virginia CommonwealthNCAA,0.8,14.45,66.6,115.1,0.321,0.48,0.56,53.3,56.4,12.0,15.3,0.526,14.1,36.9,0.239,2025
341,358,VMI,0.441,-11.25,68.8,106.1,0.352,0.477,0.546,48.9,51.3,11.5,8.2,0.504,15.2,28.3,0.268,2025
342,359,Virginia Tech,0.406,2.62,66.1,103.5,0.308,0.404,0.543,50.9,51.5,8.1,5.8,0.512,17.4,31.0,0.22,2025
343,360,Wagner,0.467,-15.75,61.8,99.9,0.295,0.379,0.503,53.6,57.0,11.3,5.8,0.469,15.9,32.6,0.209,2025
344,361,Wake Forest,0.656,9.63,67.9,103.4,0.361,0.352,0.538,48.3,45.8,10.6,12.7,0.494,14.8,26.8,0.273,2025
345,362,Washington,0.419,6.26,68.6,103.4,0.352,0.357,0.537,48.9,50.6,9.3,10.5,0.506,15.3,27.6,0.24,2025
346,363,Washington State,0.559,4.67,71.6,109.8,0.327,0.413,0.589,50.0,59.3,8.9,12.7,0.566,17.9,31.1,0.229,2025
347,364,Weber State,0.353,-9.64,66.9,106.6,0.343,0.382,0.552,49.3,44.9,9.6,7.4,0.521,14.4,25.5,0.241,2025
348,365,West Georgia,0.194,-15.57,69.3,99.6,0.286,0.301,0.51,47.4,52.1,10.1,9.2,0.48,14.3,26.2,0.198,2025
349,366,West Virginia,0.594,14.89,65.2,102.9,0.256,0.461,0.528,47.6,56.5,11.4,11.6,0.5,14.3,25.9,0.185,2025
350,367,Western Carolina,0.267,-15.83,71.6,96.1,0.277,0.488,0.505,49.5,50.3,7.3,8.7,0.468,16.9,27.0,0.207,2025
351,368,Western Illinois,0.387,-15.22,65.5,104.1,0.275,0.376,0.536,50.4,41.0,8.2,9.8,0.511,15.8,30.2,0.19,2025
352,369,Western Kentucky,0.531,-0.5,72.9,102.3,0.309,0.399,0.523,47.8,45.3,11.1,7.9,0.488,13.3,23.9,0.224,2025
353,370,Western Michigan,0.375,-9.55,69.4,103.8,0.309,0.332,0.504,52.0,46.8,10.0,6.8,0.474,13.3,34.3,0.208,2025
354,371,Wichita State,0.559,2.29,69.4,105.8,0.351,0.283,0.528,52.2,44.2,9.6,11.7,0.488,14.2,32.4,0.256,2025
355,372,William & Mary,0.531,-6.26,71.2,109.1,0.348,0.517,0.574,49.0,62.8,10.2,5.2,0.544,15.8,26.9,0.251,2025
356,373,Winthrop,0.676,-1.68,74.1,113.1,0.47,0.39,0.57,51.6,44.9,10.6,8.8,0.54,15.0,33.4,0.314,2025
357,374,WisconsinNCAA,0.73,20.73,68.7,116.3,0.342,0.482,0.584,51.7,54.2,7.5,6.3,0.538,12.3,28.0,0.282,2025
358,375,WoffordNCAA,0.543,-0.13,65.2,114.1,0.303,0.48,0.554,55.4,56.0,9.1,8.6,0.534,13.9,36.9,0.2,2025
359,376,Wright State,0.455,-4.89,68.1,112.2,0.27,0.377,0.586,51.4,52.7,8.3,8.2,0.566,15.6,29.0,0.191,2025
360,378,Wyoming,0.375,-0.67,65.7,101.8,0.3,0.399,0.529,51.5,47.9,6.7,8.2,0.506,16.9,30.7,0.196,2025
361,379,XavierNCAA,0.647,15.25,69.4,111.7,0.367,0.376,0.584,50.4,62.8,11.1,6.9,0.541,14.0,24.4,0.289,2025
362,380,YaleNCAA,0.733,6.66,69.0,117.9,0.313,0.323,0.58,54.8,54.9,8.4,11.7,0.552,12.6,33.0,0.228,2025
363,381,Youngstown State,0.618,-3.85,70.6,107.5,0.358,0.461,0.548,50.5,53.1,9.8,13.2,0.51,14.9,30.9,0.262,2025
364,0,Abilene Christian,0.471,-4.12,71.1,100.3,0.381,0.267,0.522,47.7,50.1,10.7,5.5,0.479,15.6,26.6,0.277,2024
365,1,Air Force,0.29,-4.77,63.4,103.6,0.296,0.472,0.56,46.2,62.0,10.2,11.8,0.538,16.9,23.8,0.202,2024
366,2,AkronNCAA,0.686,2.77,66.9,109.6,0.318,0.428,0.555,53.0,49.7,8.4,8.0,0.523,14.5,30.6,0.231,2024
367,3,AlabamaNCAA,0.676,20.69,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273,2024
368,4,Alabama A&M,0.343,-14.35,71.7,95.8,0.472,0.269,0.514,49.8,45.8,10.4,10.7,0.459,19.4,31.9,0.341,2024
